n,design,distr,effectX1,effectX2,effectX1X2,X1,X2,X1X2,parX1,parX2,parX1X2,rnkX1,rnkX2,rnkX1X2,artX1,artX2,artX1X2,intX1,intX2,intX1X2
64,4x3,likert5B,1,0,0,0.1501,0.0011,0.0061,0.1248,0.0009,0.0052,0.1261,0.001,0.0057,0.1073,0.0008,0.0064,0.1273,0.001,0.0045
64,4x3,likert5B,1,0,0,0.1377,0.0106,0.0067,0.1076,0.0055,0.0087,0.1039,0.0077,0.0068,0.0907,0.0098,0.0061,0.1105,0.0063,0.0068
64,4x3,likert5B,1,0,0,0.1631,0.0018,0.0091,0.1058,0.0002,0.0176,0.1116,0.0003,0.0182,0.1104,0.0073,0.0197,0.1152,0.0003,0.0189
64,4x3,likert5B,1,0,0,0.1422,0,0.0051,0.0922,0.0006,0.003,0.1175,0.0006,0.004,0.1589,0.0026,0.0093,0.115,0.0008,0.0038
64,4x3,likert5B,1,0,0,0.121,0.0079,0.013,0.0951,0.0006,0.003,0.0987,0.0015,0.0035,0.0639,0.0012,0.0045,0.0999,0.002,0.0043
64,4x3,likert5B,1,0,0,0.128,0.0062,0.0073,0.1076,0.0018,0.0069,0.1002,0.0046,0.008,0.1034,0.0036,0.0075,0.1061,0.0041,0.008
64,4x3,likert5B,1,0,0,0.1307,0.0042,0.0051,0.0392,0.0012,0.0084,0.0433,0.0009,0.0068,0.035,0.0006,0.0059,0.0427,0.001,0.0076
64,4x3,likert5B,1,0,0,0.182,0.0037,0.0031,0.148,0.0039,0.0011,0.163,0.0041,0.0009,0.1537,0.0054,0.0066,0.1567,0.004,0.0009
64,4x3,likert5B,1,0,0,0.1732,0.0039,0.0134,0.1476,0.0045,0.0117,0.153,0.0049,0.0135,0.1344,0.008,0.0175,0.1525,0.0058,0.0149
64,4x3,likert5B,1,0,0,0.1225,0.0003,0.0067,0.1003,0.001,0.0057,0.1019,0.0009,0.0065,0.0762,0.0042,0.0061,0.0942,0.0013,0.007
64,4x3,likert5B,1,0,0,0.153,0.0001,0.0212,0.1151,0.0031,0.0214,0.113,0.002,0.0188,0.0915,0.0199,0.0386,0.121,0.0016,0.0195
64,4x3,likert5B,1,0,0,0.1393,0.0015,0.0079,0.0906,0.0028,0.0039,0.0868,0.0022,0.0045,0.1379,0.0038,0.0033,0.0921,0.0026,0.0039
64,4x3,likert5B,1,0,0,0.1687,0.0019,0.0103,0.0948,0.001,0.0059,0.1095,0.0009,0.0055,0.1099,0.0008,0.0038,0.1075,0.0008,0.0053
64,4x3,likert5B,1,0,0,0.1395,0.0012,0.0106,0.1152,0.0037,0.0052,0.1123,0.0033,0.0088,0.1446,0.0068,0.0086,0.1142,0.0042,0.0094
64,4x3,likert5B,1,0,0,0.2018,0.0073,0.0118,0.1572,0.0068,0.0075,0.1702,0.0071,0.0101,0.1518,0.0188,0.0181,0.1647,0.0095,0.0069
64,4x3,likert5B,1,0,0,0.174,0.0029,0.005,0.1127,0.0027,0.0077,0.1108,0.0017,0.0036,0.2092,0.0223,0.0061,0.1172,0.0024,0.0051
64,4x3,likert5B,1,0,0,0.1351,0.0001,0.0046,0.0896,0.001,0.0048,0.0873,0.0015,0.0056,0.0753,0.0006,0.0064,0.0915,0.001,0.0052
64,4x3,likert5B,1,0,0,0.1914,0.0003,0.0036,0.1095,0.0021,0.01,0.1128,0.0022,0.0102,0.1962,0.0041,0.0152,0.1166,0.0021,0.0099
64,4x3,likert5B,1,0,0,0.1504,0.0019,0.004,0.0849,0.0021,0.0055,0.0927,0.0018,0.007,0.0842,0.0024,0.0103,0.0928,0.002,0.0068
64,4x3,likert5B,1,0,0,0.1924,0.0023,0.0081,0.1357,0.001,0.0114,0.1305,0.0008,0.0103,0.1198,0.0008,0.0088,0.1415,0.0016,0.0112
64,4x3,likert5B,1,0,0,0.153,0.0013,0.0084,0.1054,0.0004,0.0074,0.1111,0.0001,0.006,0.0964,0.0009,0.005,0.1078,0.0004,0.0069
64,4x3,likert5B,1,0,0,0.1873,0.002,0.0061,0.0631,0.0026,0.0064,0.0768,0.0004,0.0028,0.0538,0.0163,0.0062,0.0773,0.0009,0.004
64,4x3,likert5B,1,0,0,0.1765,0.0012,0.0046,0.1456,0.0015,0.0027,0.1353,0.0019,0.0045,0.1774,0.0048,0.0044,0.1409,0.0015,0.0032
64,4x3,likert5B,1,0,0,0.1875,0.0079,0.0171,0.1146,0.0084,0.0144,0.1156,0.008,0.0125,0.1267,0.0072,0.0127,0.1146,0.0082,0.0139
64,4x3,likert5B,1,0,0,0.1088,0.0007,0.0042,0.0647,0.0009,0.0011,0.0525,0.0011,0.002,0.1095,0.004,0.0008,0.0619,0.0024,0.001
64,4x3,likert5B,1,0,0,0.0939,0.0015,0.0233,0.0708,0.0034,0.0143,0.0741,0.0045,0.0192,0.0906,0.0058,0.0185,0.0709,0.0026,0.0137
64,4x3,likert5B,1,0,0,0.1246,0.0022,0.0109,0.1126,0.0008,0.0237,0.1102,0.0007,0.0221,0.0933,0.0127,0.025,0.1137,0.001,0.0231
64,4x3,likert5B,1,0,0,0.2251,0.0011,0.0075,0.173,0.0001,0.0032,0.1601,0.0002,0.0037,0.1466,0.0034,0.0058,0.1731,0,0.0028
64,4x3,likert5B,1,0,0,0.1271,0.0011,0.0067,0.0737,0.0091,0.0088,0.0826,0.0054,0.0124,0.06,0.0007,0.0137,0.0821,0.0076,0.0099
64,4x3,likert5B,1,0,0,0.1276,0.0047,0.0063,0.102,0.0016,0.0085,0.1001,0.0012,0.0084,0.085,0.005,0.0141,0.1023,0.0025,0.0074
64,4x3,likert5B,1,0,0,0.1654,0.0063,0.0051,0.1322,0.0075,0.0011,0.1329,0.0091,0.0014,0.1336,0.0129,0.0013,0.1329,0.0072,0.0012
64,4x3,likert5B,1,0,0,0.1517,0.004,0.0048,0.0981,0.0005,0.0045,0.0897,0.0004,0.0063,0.0685,0.0012,0.0066,0.0961,0.0006,0.0051
64,4x3,likert5B,1,0,0,0.1827,0.0016,0.0059,0.1686,0.0014,0.0069,0.171,0.0016,0.0071,0.1581,0.0009,0.005,0.1708,0.0023,0.0077
64,4x3,likert5B,1,0,0,0.1073,0.0014,0.0069,0.0971,0.0011,0.0078,0.1007,0.0009,0.0075,0.0693,0.0008,0.0057,0.1006,0.0007,0.007
64,4x3,likert5B,1,0,0,0.1633,0.0011,0.0025,0.0685,0.0015,0.0081,0.0634,0.0012,0.0055,0.0644,0.0081,0.0088,0.0633,0.0016,0.0061
64,4x3,likert5B,1,0,0,0.1321,0.0008,0.0192,0.1156,0.0002,0.015,0.1099,0.0003,0.0152,0.0852,0.0119,0.017,0.1164,0.0001,0.0162
64,4x3,likert5B,1,0,0,0.1802,0.0088,0.007,0.1124,0.0027,0.0114,0.1062,0.0013,0.0103,0.1459,0.0053,0.0197,0.1138,0.0017,0.0105
64,4x3,likert5B,1,0,0,0.1205,0.0038,0.0152,0.0995,0.0053,0.0169,0.0957,0.0054,0.0143,0.1444,0.0374,0.0389,0.0996,0.0056,0.0165
128,4x3,likert5B,1,0,0,0.1873,0.0014,0.004,0.058,0.0007,0.0011,0.0712,0.0013,0.0021,0.0981,0.0017,0.0025,0.0714,0.0012,0.0021
128,4x3,likert5B,1,0,0,0.1045,0.003,0.002,0.0528,0.0015,0.0012,0.0574,0.0037,0.0015,0.0174,0.0005,0.0046,0.0613,0.003,0.0007
128,4x3,likert5B,1,0,0,0.1521,0.0008,0.0038,0.1117,0.0017,0.0036,0.1094,0.0022,0.0036,0.1031,0.0017,0.0045,0.1154,0.0018,0.0045
128,4x3,likert5B,1,0,0,0.1998,0.0037,0.0009,0.104,0.0003,0.003,0.1207,0.0017,0.0026,0.2477,0.0283,0.0066,0.1242,0.0012,0.0026
128,4x3,likert5B,1,0,0,0.1626,0.0002,0.0022,0.0582,0.0002,0.0026,0.0559,0,0.0029,0.0889,0.0039,0.0029,0.0581,0,0.0028
128,4x3,likert5B,1,0,0,0.1252,0.0021,0.003,0.0785,0.0018,0.0013,0.0848,0.0002,0.0013,0.0774,0.0031,0.0028,0.085,0.0005,0.0017
128,4x3,likert5B,1,0,0,0.1565,0.0006,0.0033,0.0579,0.0021,0.0042,0.0706,0.002,0.0037,0.1313,0.0113,0.0096,0.0762,0.0026,0.0036
128,4x3,likert5B,1,0,0,0.146,0.0003,0.0034,0.1051,0.0003,0.0053,0.1067,0.001,0.0046,0.096,0.002,0.0057,0.111,0.0005,0.0048
128,4x3,likert5B,1,0,0,0.1905,0.0003,0.0064,0.1329,0.0007,0.0069,0.129,0.0008,0.0048,0.1215,0.0008,0.0066,0.1336,0.0009,0.0055
128,4x3,likert5B,1,0,0,0.1579,0.0018,0.0012,0.1124,0.0032,0.0026,0.1115,0.0028,0.0027,0.0991,0.0012,0.0046,0.1133,0.0029,0.0024
128,4x3,likert5B,1,0,0,0.1304,0.0007,0.0022,0.1195,0.0009,0.0026,0.1123,0.0004,0.0042,0.0815,0.0004,0.0049,0.1198,0.0008,0.003
128,4x3,likert5B,1,0,0,0.1338,0.0008,0.0129,0.1008,0.001,0.014,0.1015,0.0008,0.0128,0.1379,0.0059,0.0203,0.0966,0.0016,0.0122
128,4x3,likert5B,1,0,0,0.1626,0.0014,0.0023,0.1383,0.0003,0.0029,0.1393,0.0002,0.0054,0.119,0.0017,0.007,0.1437,0.0002,0.0041
128,4x3,likert5B,1,0,0,0.1527,0.0019,0.0048,0.0738,0.0009,0.0047,0.0795,0.0012,0.0043,0.0553,0.006,0.0132,0.0801,0.0011,0.0047
128,4x3,likert5B,1,0,0,0.147,0.0003,0.0071,0.0806,0,0.0051,0.0942,0.0002,0.0072,0.1006,0.0039,0.0066,0.0944,0.0001,0.0068
128,4x3,likert5B,1,0,0,0.1458,0.0001,0.0091,0.1076,0.0001,0.0121,0.1052,0.0002,0.0105,0.08,0.0041,0.0117,0.1101,0.0001,0.012
128,4x3,likert5B,1,0,0,0.185,0.0007,0.0018,0.061,0.0019,0.0012,0.0607,0.0019,0.0007,0.0503,0.0008,0.0184,0.0621,0.0018,0.0009
128,4x3,likert5B,1,0,0,0.2009,0.0012,0.0075,0.1397,0.0035,0.0068,0.1416,0.0031,0.0065,0.1328,0.003,0.0122,0.1389,0.0042,0.0053
128,4x3,likert5B,1,0,0,0.1478,0,0.0016,0.0763,0.0005,0.003,0.0823,0.0002,0.0027,0.0668,0.0034,0.0035,0.0819,0.0001,0.0021
128,4x3,likert5B,1,0,0,0.1162,0.0003,0.001,0.0661,0.0003,0.0032,0.0682,0.0004,0.0025,0.0443,0.0074,0.0011,0.0678,0.0004,0.003
128,4x3,likert5B,1,0,0,0.1358,0.0001,0.006,0.113,0.0003,0.0036,0.1156,0.0001,0.0048,0.1158,0.0002,0.0048,0.1179,0.0001,0.0044
128,4x3,likert5B,1,0,0,0.1647,0.0001,0.0016,0.1314,0.0002,0.0021,0.1375,0.0002,0.0019,0.1405,0.001,0.0026,0.1389,0.0002,0.0017
128,4x3,likert5B,1,0,0,0.1381,0.0002,0.0119,0.0581,0.001,0.0038,0.0548,0.002,0.0039,0.0605,0.0115,0.0173,0.0606,0.002,0.0042
128,4x3,likert5B,1,0,0,0.1509,0.0011,0.0039,0.1094,0.0009,0.002,0.1108,0.0015,0.0038,0.1365,0.006,0.0163,0.115,0.0014,0.0025
128,4x3,likert5B,1,0,0,0.1653,0.0008,0.0053,0.1131,0.0021,0.0033,0.1241,0.0031,0.0035,0.1077,0.0065,0.0056,0.1241,0.0029,0.0033
128,4x3,likert5B,1,0,0,0.1501,0.0014,0.0052,0.1265,0.0028,0.0062,0.12,0.0017,0.0056,0.0849,0.003,0.0047,0.1269,0.0023,0.0057
128,4x3,likert5B,1,0,0,0.1518,0.0019,0.0024,0.0776,0.0013,0.0021,0.0799,0.0015,0.0025,0.0803,0.001,0.0026,0.0796,0.0015,0.0024
128,4x3,likert5B,1,0,0,0.1271,0.0086,0.0047,0.1009,0.0087,0.0021,0.1047,0.0083,0.002,0.11,0.0096,0.0013,0.105,0.0079,0.0021
128,4x3,likert5B,1,0,0,0.163,0.0007,0.0036,0.0984,0.0007,0.0037,0.0996,0.0007,0.0033,0.1198,0.0056,0.004,0.1032,0.0011,0.0037
128,4x3,likert5B,1,0,0,0.1369,0.0012,0.0019,0.1134,0.0016,0.0012,0.1131,0.0015,0.0013,0.1026,0.0014,0.0012,0.1114,0.0018,0.0025
128,4x3,likert5B,1,0,0,0.1506,0,0.0039,0.132,0.0003,0.0038,0.1294,0.0003,0.0045,0.106,0.0015,0.0055,0.1328,0.0003,0.0043
128,4x3,likert5B,1,0,0,0.1477,0.0044,0.0134,0.094,0.0033,0.0044,0.1013,0.0039,0.0049,0.1399,0.0014,0.0087,0.1064,0.0046,0.005
128,4x3,likert5B,1,0,0,0.1178,0.0015,0.0023,0.107,0.0015,0.0025,0.0989,0.0014,0.0024,0.1159,0.0002,0.002,0.1065,0.0016,0.0025
128,4x3,likert5B,1,0,0,0.1608,0.0005,0.0066,0.1,0.0027,0.0029,0.1037,0.0024,0.0029,0.0968,0.0005,0.0062,0.1038,0.0024,0.0029
128,4x3,likert5B,1,0,0,0.1524,0.0004,0.0054,0.0506,0.0005,0.0028,0.0686,0.0005,0.0023,0.0234,0.0057,0.0021,0.0686,0.0005,0.0025
128,4x3,likert5B,1,0,0,0.169,0.0017,0.0014,0.1035,0.0032,0.0026,0.1119,0.0025,0.0023,0.1016,0.0048,0.0036,0.113,0.0022,0.0023
128,4x3,likert5B,1,0,0,0.1532,0.0017,0.0027,0.0799,0.0008,0.0013,0.0789,0.0007,0.0017,0.1014,0.0012,0.0016,0.0839,0.0008,0.0016
128,4x3,likert5B,1,0,0,0.1669,0.0023,0.0053,0.0454,0.0012,0.0051,0.0554,0.0018,0.0057,0.1298,0.014,0.007,0.0545,0.0016,0.0057
128,4x3,likert5B,1,0,0,0.1856,0.0002,0.0025,0.1193,0.0013,0.0015,0.1346,0.001,0.0005,0.0889,0.0011,0.0053,0.1369,0.0012,0.0007
128,4x3,likert5B,1,0,0,0.1368,0.0008,0.0006,0.1056,0.0014,0.003,0.1009,0.0007,0.0029,0.1006,0.0036,0.0024,0.1049,0.0008,0.003
128,4x3,likert5B,1,0,0,0.144,0,0.009,0.1098,0.0001,0.011,0.1151,0,0.0124,0.1085,0.0014,0.012,0.1137,0,0.012
128,4x3,likert5B,1,0,0,0.1331,0.001,0.0067,0.0883,0.0006,0.007,0.099,0.001,0.0064,0.1157,0.0024,0.005,0.0983,0.0005,0.0065
128,4x3,likert5B,1,0,0,0.1194,0.0005,0.0025,0.0647,0.0011,0.0022,0.0686,0.0005,0.0018,0.0759,0.0026,0.0027,0.0708,0.0007,0.0015
128,4x3,likert5B,1,0,0,0.1122,0.0013,0.0046,0.0232,0.0004,0.0057,0.0223,0.0012,0.0064,0.1828,0.0589,0.0079,0.0231,0.0011,0.0064
128,4x3,likert5B,1,0,0,0.1345,0.0006,0.0035,0.0933,0.0008,0.0019,0.0962,0.0007,0.0019,0.1061,0.0013,0.0023,0.0981,0.0009,0.002
128,4x3,likert5B,1,0,0,0.1522,0.0005,0.0022,0.1091,0.0009,0.0023,0.0962,0.0016,0.0019,0.0929,0.0035,0.0029,0.1075,0.001,0.0022
128,4x3,likert5B,1,0,0,0.1459,0.0011,0.0039,0.094,0.0002,0.0063,0.0892,0.0003,0.006,0.0973,0.0005,0.0049,0.0908,0.0008,0.0067
128,4x3,likert5B,1,0,0,0.1537,0.0031,0.0021,0.0902,0.0009,0.0037,0.0967,0.0015,0.0032,0.1148,0.0005,0.0019,0.0965,0.001,0.0031
128,4x3,likert5B,1,0,0,0.1574,0.0015,0.0013,0.1029,0.0014,0.0011,0.1134,0.0023,0.0013,0.0873,0.0018,0.0021,0.1152,0.0018,0.0012
128,4x3,likert5B,1,0,0,0.1908,0.0011,0.0013,0.1218,0,0.0017,0.1269,0,0.0016,0.1283,0.0013,0.0015,0.1269,0,0.0016
128,4x3,likert5B,1,0,0,0.1525,0.0009,0.0048,0.1344,0.0003,0.0045,0.1312,0.0006,0.0041,0.1275,0.0001,0.0042,0.1336,0.0004,0.0043
128,4x3,likert5B,1,0,0,0.2074,0.0003,0.0053,0.1192,0.0012,0.0039,0.1201,0.0025,0.0045,0.0941,0.0038,0.0126,0.119,0.0017,0.0041
128,4x3,likert5B,1,0,0,0.1426,0.0056,0.006,0.0732,0.0049,0.0053,0.0799,0.0044,0.0051,0.0957,0.02,0.0243,0.0781,0.0047,0.005
128,4x3,likert5B,1,0,0,0.1528,0.0006,0.002,0.0978,0.0006,0.008,0.1107,0.0007,0.0056,0.1106,0.0002,0.0068,0.1101,0.0006,0.0063
128,4x3,likert5B,1,0,0,0.0852,0.0001,0.0014,0.061,0.0005,0.0014,0.0617,0.0007,0.0016,0.0702,0.0005,0.0028,0.0659,0.0004,0.0019
128,4x3,likert5B,1,0,0,0.1286,0.0011,0.0012,0.0638,0.001,0.001,0.0673,0.0005,0.0013,0.0588,0.001,0.0042,0.0712,0.0003,0.0017
128,4x3,likert5B,1,0,0,0.1629,0.0007,0.001,0.1108,0.0023,0.0009,0.1124,0.0018,0.0019,0.0802,0.0215,0.015,0.11,0.0022,0.0015
128,4x3,likert5B,1,0,0,0.142,0.0026,0.0016,0.0995,0.0036,0.0006,0.103,0.0049,0.0008,0.0702,0.0014,0.0028,0.1022,0.0043,0.0008
128,4x3,likert5B,1,0,0,0.1312,0.0023,0.0021,0.0851,0.0014,0.0018,0.0887,0.0021,0.0025,0.0643,0.0087,0.0023,0.0914,0.0023,0.0025
128,4x3,likert5B,1,0,0,0.1646,0.0074,0.0006,0.0901,0.003,0.0016,0.0969,0.0027,0.0014,0.0763,0.0121,0.0044,0.0981,0.0024,0.0016
128,4x3,likert5B,1,0,0,0.1359,0.0086,0.0064,0.0917,0.0072,0.0054,0.0898,0.0065,0.0045,0.048,0.0097,0.0102,0.0929,0.0068,0.0057
128,4x3,likert5B,1,0,0,0.1625,0.0024,0.0044,0.1295,0.0037,0.0053,0.1289,0.0038,0.0053,0.1209,0.0039,0.0092,0.13,0.0031,0.006
128,4x3,likert5B,1,0,0,0.1349,0.0025,0.0046,0.1017,0.0023,0.0052,0.0974,0.0024,0.0052,0.0774,0.0024,0.005,0.1018,0.0025,0.0053
128,4x3,likert5B,1,0,0,0.1317,0.001,0.0016,0.0955,0.002,0.0025,0.0967,0.0018,0.0026,0.1,0.0003,0.0021,0.1029,0.002,0.002
128,4x3,likert5B,1,0,0,0.1367,0.0009,0.0037,0.0451,0.002,0.002,0.0488,0.003,0.0024,0.0924,0.0059,0.0023,0.0485,0.0027,0.0023
128,4x3,likert5B,1,0,0,0.15,0.0037,0.0015,0.1261,0.002,0.0011,0.1221,0.002,0.0016,0.1146,0.0004,0.0036,0.1261,0.002,0.0012
128,4x3,likert5B,1,0,0,0.1438,0.0018,0.0029,0.0841,0.0041,0.0014,0.0886,0.0042,0.0017,0.078,0.0097,0.0033,0.0911,0.0042,0.0019
128,4x3,likert5B,1,0,0,0.1257,0.0002,0.0019,0.0931,0.0002,0.003,0.088,0,0.0017,0.0692,0.003,0.001,0.0931,0,0.0021
128,4x3,likert5B,1,0,0,0.1454,0.0007,0.0026,0.1247,0.0001,0.0013,0.1153,0.0001,0.0015,0.1123,0.0003,0.002,0.1243,0.0001,0.0011
128,4x3,likert5B,1,0,0,0.1428,0.0007,0.0032,0.1005,0.001,0.0048,0.1012,0.0011,0.0048,0.1219,0.0056,0.012,0.0994,0.0008,0.0049
128,4x3,likert5B,1,0,0,0.1448,0.0026,0.0046,0.1057,0.0044,0.0067,0.1123,0.0047,0.0076,0.1559,0.0033,0.0056,0.1142,0.0053,0.0086
128,4x3,likert5B,1,0,0,0.1663,0.0017,0.0084,0.1015,0.0017,0.0033,0.0985,0.0015,0.0036,0.0984,0.0022,0.0041,0.1043,0.0012,0.0038
128,4x3,likert5B,1,0,0,0.1918,0.0044,0.0029,0.1252,0.0026,0.0039,0.1268,0.0022,0.0034,0.0941,0.0209,0.0219,0.1244,0.0022,0.0039
128,4x3,likert5B,1,0,0,0.0968,0.0009,0.0037,0.0632,0.001,0.0052,0.0798,0.0001,0.0067,0.1023,0.0001,0.0038,0.0796,0.0003,0.006
128,4x3,likert5B,1,0,0,0.1457,0.0013,0.0047,0.0486,0.0006,0.0024,0.0496,0.0005,0.0022,0.0949,0.0112,0.009,0.0518,0.0005,0.0025
128,4x3,likert5B,1,0,0,0.1383,0.0005,0.0025,0.0788,0.0009,0.0025,0.082,0.0013,0.0018,0.046,0.0213,0.0162,0.0802,0.0014,0.0015
128,4x3,likert5B,1,0,0,0.17,0.0021,0.0082,0.1218,0.0002,0.0077,0.1198,0.0001,0.0072,0.1093,0.0013,0.0069,0.1233,0.0003,0.0078
128,4x3,likert5B,1,0,0,0.1287,0.0002,0.008,0.0807,0.0007,0.0085,0.0897,0.0003,0.0073,0.0758,0.0052,0.0096,0.0883,0.0004,0.0084
128,4x3,likert5B,1,0,0,0.1445,0.0008,0.0026,0.0714,0.0012,0.003,0.0672,0.001,0.0022,0.0747,0.0035,0.0032,0.072,0.0011,0.0024
128,4x3,likert5B,1,0,0,0.1475,0.0009,0.0014,0.0803,0.0028,0.003,0.079,0.0031,0.0026,0.114,0.0061,0.0023,0.0806,0.003,0.0027
128,4x3,likert5B,1,0,0,0.0998,0.0027,0.0073,0.0637,0.003,0.0037,0.0559,0.0023,0.0014,0.0754,0.006,0.0026,0.0635,0.0028,0.0021
128,4x3,likert5B,1,0,0,0.18,0.001,0.0077,0.0949,0.0004,0.0074,0.0962,0.0002,0.008,0.0728,0.0036,0.016,0.097,0.0003,0.0081
128,4x3,likert5B,1,0,0,0.1517,0.0024,0.0056,0.0729,0.0032,0.0013,0.0813,0.0023,0.0028,0.0639,0.0022,0.0035,0.081,0.0026,0.0021
128,4x3,likert5B,1,0,0,0.175,0.0044,0.002,0.1214,0.0066,0.0017,0.1178,0.0073,0.0014,0.1107,0.0075,0.0038,0.1195,0.0071,0.0016
128,4x3,likert5B,1,0,0,0.1463,0.0012,0.0031,0.0626,0.0024,0.0021,0.0722,0.0031,0.0028,0.0752,0.0066,0.0153,0.0726,0.0025,0.0023
128,4x3,likert5B,1,0,0,0.1593,0.0012,0.0024,0.1233,0.0009,0.0054,0.1124,0.001,0.005,0.0843,0.0059,0.0129,0.122,0.001,0.0047
128,4x3,likert5B,1,0,0,0.1437,0.0008,0.0029,0.1073,0.0019,0.0037,0.0964,0.0013,0.0037,0.1062,0.0014,0.0026,0.1064,0.0014,0.0036
128,4x3,likert5B,1,0,0,0.1318,0.0007,0.003,0.0988,0.001,0.0085,0.1113,0.0007,0.0056,0.1288,0.0046,0.0107,0.1109,0.0009,0.0061
128,4x3,likert5B,1,0,0,0.1416,0.0003,0.0049,0.0891,0.0025,0.0032,0.0887,0.0024,0.0028,0.0781,0.0065,0.0097,0.0885,0.0026,0.0039
128,4x3,likert5B,1,0,0,0.1504,0.0001,0.0053,0.1217,0,0.0068,0.1197,0,0.0074,0.1289,0.0019,0.0067,0.122,0,0.0069
128,4x3,likert5B,1,0,0,0.1261,0.0003,0.0042,0.1053,0.0006,0.0044,0.1024,0.0007,0.0039,0.1157,0.0008,0.0044,0.1073,0.0005,0.0048
128,4x3,likert5B,1,0,0,0.1469,0.0007,0.0057,0.132,0.0012,0.0045,0.1298,0.0008,0.0051,0.1458,0.0058,0.0056,0.1315,0.0014,0.0045
128,4x3,likert5B,1,0,0,0.1667,0.0009,0.0048,0.1182,0.0002,0.005,0.1308,0.0001,0.0051,0.1423,0.0006,0.0049,0.1397,0.0002,0.0051
128,4x3,likert5B,1,0,0,0.179,0.0003,0.0037,0.0819,0.0004,0.0028,0.0886,0.0003,0.0038,0.0745,0.0026,0.0055,0.092,0.0003,0.0035
128,4x3,likert5B,1,0,0,0.1072,0.0004,0.0013,0.0707,0.0015,0.0018,0.0701,0.0016,0.0016,0.0881,0.001,0.0074,0.0724,0.0013,0.0017
128,4x3,likert5B,1,0,0,0.1431,0.0002,0.0051,0.0851,0.0004,0.0079,0.0793,0.0003,0.007,0.0801,0.0005,0.0116,0.0831,0.0004,0.0074
128,4x3,likert5B,1,0,0,0.1123,0.0007,0.0028,0.0596,0.0034,0.0035,0.0785,0.002,0.0037,0.0556,0.017,0.0109,0.0768,0.0023,0.0037
128,4x3,likert5B,1,0,0,0.1438,0.0016,0.0077,0.1162,0.0007,0.0111,0.121,0.0007,0.0114,0.1014,0.008,0.0152,0.1239,0.0008,0.0117
128,4x3,likert5B,1,0,0,0.1372,0.0005,0.0019,0.0968,0.0008,0.0045,0.0976,0.0008,0.0046,0.1144,0.0001,0.0041,0.1061,0.0016,0.0055
128,4x3,likert5B,1,0,0,0.161,0.0038,0.0038,0.1441,0.0009,0.0028,0.1491,0.001,0.0021,0.1502,0.0004,0.0023,0.1483,0.0011,0.0033
128,4x3,likert5B,1,0,0,0.1181,0.0011,0.0035,0.0801,0.0011,0.0035,0.0803,0.0012,0.0037,0.0837,0.0002,0.0039,0.0812,0.001,0.0035
128,4x3,likert5B,1,0,0,0.1519,0.004,0.0064,0.0867,0.0024,0.0042,0.0923,0.0031,0.0045,0.1087,0.0056,0.0029,0.0904,0.003,0.004
128,4x3,likert5B,1,0,0,0.1335,0.0005,0.0035,0.1019,0.0012,0.0018,0.091,0.0015,0.0023,0.0584,0.0079,0.0209,0.0991,0.0015,0.002
128,4x3,likert5B,1,0,0,0.1311,0.0006,0.0132,0.0696,0.0001,0.0058,0.0786,0.0004,0.0063,0.0611,0.0015,0.0058,0.0795,0.0002,0.0062
128,4x3,likert5B,1,0,0,0.1716,0.0012,0.0026,0.1142,0.0025,0.0056,0.1144,0.0022,0.0068,0.0433,0.0171,0.024,0.1147,0.0025,0.0065
128,4x3,likert5B,1,0,0,0.1394,0.0011,0.0044,0.0769,0.0001,0.0028,0.0804,0.0001,0.0033,0.0888,0.0023,0.0015,0.0832,0.0001,0.0031
128,4x3,likert5B,1,0,0,0.1672,0.0003,0.0022,0.1259,0.0011,0.0021,0.1219,0.0011,0.0021,0.1349,0.0007,0.009,0.1297,0.0009,0.0023
128,4x3,likert5B,1,0,0,0.1488,0.0016,0.0105,0.0721,0.0035,0.0104,0.0711,0.0046,0.0083,0.0396,0.0032,0.0062,0.0722,0.0041,0.009
128,4x3,likert5B,1,0,0,0.1644,0.0002,0.0043,0.1054,0.0005,0.0034,0.1135,0.0006,0.0038,0.0929,0.001,0.0033,0.1211,0.001,0.0042
128,4x3,likert5B,1,0,0,0.1518,0.0076,0.008,0.0771,0.0078,0.0076,0.1058,0.0055,0.0106,0.0812,0.009,0.0051,0.1024,0.0066,0.0099
128,4x3,likert5B,1,0,0,0.147,0.0011,0.0042,0.1272,0.0024,0.0038,0.1226,0.0026,0.0032,0.1046,0.0011,0.0069,0.127,0.0019,0.0043
128,4x3,likert5B,1,0,0,0.1803,0.0077,0.0104,0.1168,0.005,0.0072,0.1201,0.0051,0.0085,0.1963,0.0068,0.0118,0.1259,0.0043,0.0081
128,4x3,likert5B,1,0,0,0.1579,0.0001,0.0032,0.0924,0.0011,0.0026,0.0858,0.0014,0.0022,0.0935,0.0038,0.0083,0.0914,0.001,0.002
128,4x3,likert5B,1,0,0,0.1248,0.0016,0.0036,0.0843,0.0025,0.0023,0.0827,0.0028,0.0028,0.0845,0.0008,0.0063,0.0837,0.0029,0.0024
128,4x3,likert5B,1,0,0,0.1395,0.0013,0.0025,0.0854,0.0014,0.0047,0.0869,0.0014,0.0053,0.0454,0.0061,0.0072,0.0856,0.0014,0.0052
128,4x3,likert5B,1,0,0,0.1161,0.0003,0.0083,0.0539,0.0007,0.0066,0.0641,0.0001,0.0068,0.0915,0.0069,0.0111,0.0666,0.0004,0.0072
