n,design,family,missingratio,sdratio,method,alpha,effectX1,effectX2,effectX1X2,rateX1,rateX2,rateX1X2
20,2x4,norm,0.2,2,INT,0.01,0,0,0,0.0066,0.0108,0.0152
20,2x4,norm,0.3,2,PAR,0.05,0,0,0,0.0458,0.0566,0.0602
20,2x4,norm,0.3,2,RNK,0.05,0,0,0,0.0508,0.055,0.0602
20,2x4,norm,0.3,2,ART,0.05,0,0,0,0.0462,0.0764,0.088
20,2x4,norm,0.3,2,INT,0.05,0,0,0,0.0336,0.0544,0.0602
20,2x4,norm,0.3,2,PAR,0.01,0,0,0,0.008,0.0126,0.0164
20,2x4,norm,0.3,2,RNK,0.01,0,0,0,0.01,0.0126,0.0144
20,2x4,norm,0.3,2,ART,0.01,0,0,0,0.0076,0.0216,0.0256
20,2x4,norm,0.3,2,INT,0.01,0,0,0,0.0056,0.0114,0.017
20,2x4,norm,0.1,1,PAR,0.05,0.5,0,0,0.6836,0.0478,0.051
20,2x4,norm,0.1,1,RNK,0.05,0.5,0,0,0.671,0.0488,0.0522
20,2x4,norm,0.1,1,ART,0.05,0.5,0,0,0.6706,0.0496,0.0518
20,2x4,norm,0.1,1,INT,0.05,0.5,0,0,0.6796,0.0474,0.0528
20,2x4,norm,0.1,1,PAR,0.01,0.5,0,0,0.4562,0.0096,0.0096
20,2x4,norm,0.1,1,RNK,0.01,0.5,0,0,0.4414,0.012,0.0102
20,2x4,norm,0.1,1,ART,0.01,0.5,0,0,0.4356,0.0122,0.01
20,2x4,norm,0.1,1,INT,0.01,0.5,0,0,0.4526,0.0104,0.009
20,2x4,norm,0.2,1,PAR,0.05,0.5,0,0,0.6546,0.0494,0.0548
20,2x4,norm,0.2,1,RNK,0.05,0.5,0,0,0.6368,0.0522,0.0562
20,2x4,norm,0.2,1,ART,0.05,0.5,0,0,0.6336,0.0486,0.0554
20,2x4,norm,0.2,1,INT,0.05,0.5,0,0,0.6506,0.0486,0.057
20,2x4,norm,0.2,1,PAR,0.01,0.5,0,0,0.4014,0.011,0.0102
20,2x4,norm,0.2,1,RNK,0.01,0.5,0,0,0.3904,0.0114,0.0104
20,2x4,norm,0.2,1,ART,0.01,0.5,0,0,0.382,0.0106,0.0096
20,2x4,norm,0.2,1,INT,0.01,0.5,0,0,0.4,0.011,0.0108
20,2x4,norm,0.3,1,PAR,0.05,0.5,0,0,0.601,0.0516,0.0526
20,2x4,norm,0.3,1,RNK,0.05,0.5,0,0,0.5896,0.0518,0.0546
20,2x4,norm,0.3,1,ART,0.05,0.5,0,0,0.5848,0.0522,0.0518
20,2x4,norm,0.3,1,INT,0.05,0.5,0,0,0.5954,0.0512,0.0538
20,2x4,norm,0.3,1,PAR,0.01,0.5,0,0,0.3464,0.0116,0.0116
20,2x4,norm,0.3,1,RNK,0.01,0.5,0,0,0.332,0.0128,0.0134
20,2x4,norm,0.3,1,ART,0.01,0.5,0,0,0.3154,0.0112,0.0118
20,2x4,norm,0.3,1,INT,0.01,0.5,0,0,0.3406,0.0104,0.0114
20,2x4,norm,0.1,2,PAR,0.05,0.5,0,0,0.6662,0.0568,0.055
20,2x4,norm,0.1,2,RNK,0.05,0.5,0,0,0.6332,0.0542,0.0554
20,2x4,norm,0.1,2,ART,0.05,0.5,0,0,0.6284,0.0916,0.09
20,2x4,norm,0.1,2,INT,0.05,0.5,0,0,0.586,0.0574,0.0536
20,2x4,norm,0.1,2,PAR,0.01,0.5,0,0,0.4162,0.0124,0.0116
20,2x4,norm,0.1,2,RNK,0.01,0.5,0,0,0.3992,0.0118,0.0104
20,2x4,norm,0.1,2,ART,0.01,0.5,0,0,0.3936,0.0254,0.0216
20,2x4,norm,0.1,2,INT,0.01,0.5,0,0,0.3312,0.012,0.0114
20,2x4,norm,0.2,2,PAR,0.05,0.5,0,0,0.6356,0.0576,0.056
20,2x4,norm,0.2,2,RNK,0.05,0.5,0,0,0.596,0.0552,0.0562
20,2x4,norm,0.2,2,ART,0.05,0.5,0,0,0.5922,0.0852,0.085
20,2x4,norm,0.2,2,INT,0.05,0.5,0,0,0.5512,0.0604,0.0534
20,2x4,norm,0.2,2,PAR,0.01,0.5,0,0,0.3774,0.0152,0.0138
20,2x4,norm,0.2,2,RNK,0.01,0.5,0,0,0.354,0.013,0.012
20,2x4,norm,0.2,2,ART,0.01,0.5,0,0,0.348,0.0218,0.022
20,2x4,norm,0.2,2,INT,0.01,0.5,0,0,0.294,0.014,0.0124
20,2x4,norm,0.3,2,PAR,0.05,0.5,0,0,0.5658,0.0608,0.0584
20,2x4,norm,0.3,2,RNK,0.05,0.5,0,0,0.542,0.0618,0.0602
20,2x4,norm,0.3,2,ART,0.05,0.5,0,0,0.5378,0.0832,0.0904
20,2x4,norm,0.3,2,INT,0.05,0.5,0,0,0.491,0.0588,0.06
20,2x4,norm,0.3,2,PAR,0.01,0.5,0,0,0.3156,0.0162,0.013
20,2x4,norm,0.3,2,RNK,0.01,0.5,0,0,0.297,0.0138,0.0124
20,2x4,norm,0.3,2,ART,0.01,0.5,0,0,0.2832,0.0258,0.0224
20,2x4,norm,0.3,2,INT,0.01,0.5,0,0,0.2492,0.0148,0.0132
20,2x4,norm,0.1,1,PAR,0.05,1,0,0,0.9978,0.0504,0.0522
20,2x4,norm,0.1,1,RNK,0.05,1,0,0,0.9972,0.0508,0.0528
20,2x4,norm,0.1,1,ART,0.05,1,0,0,0.997,0.0564,0.0518
20,2x4,norm,0.1,1,INT,0.05,1,0,0,0.998,0.0506,0.0528
20,2x4,norm,0.1,1,PAR,0.01,1,0,0,0.9838,0.0106,0.0132
20,2x4,norm,0.1,1,RNK,0.01,1,0,0,0.9824,0.0116,0.0124
20,2x4,norm,0.1,1,ART,0.01,1,0,0,0.982,0.0128,0.0104
20,2x4,norm,0.1,1,INT,0.01,1,0,0,0.9836,0.0112,0.0122
20,2x4,norm,0.2,1,PAR,0.05,1,0,0,0.9956,0.0504,0.0494
20,2x4,norm,0.2,1,RNK,0.05,1,0,0,0.9942,0.0516,0.051
20,2x4,norm,0.2,1,ART,0.05,1,0,0,0.9948,0.0594,0.0484
20,2x4,norm,0.2,1,INT,0.05,1,0,0,0.9956,0.0516,0.0502
20,2x4,norm,0.2,1,PAR,0.01,1,0,0,0.9726,0.011,0.0094
20,2x4,norm,0.2,1,RNK,0.01,1,0,0,0.9694,0.0112,0.0104
20,2x4,norm,0.2,1,ART,0.01,1,0,0,0.9698,0.013,0.0096
20,2x4,norm,0.2,1,INT,0.01,1,0,0,0.9712,0.011,0.0106
20,2x4,norm,0.3,1,PAR,0.05,1,0,0,0.992,0.0598,0.054
20,2x4,norm,0.3,1,RNK,0.05,1,0,0,0.991,0.0566,0.0566
20,2x4,norm,0.3,1,ART,0.05,1,0,0,0.9908,0.0682,0.0518
20,2x4,norm,0.3,1,INT,0.05,1,0,0,0.9912,0.059,0.0542
20,2x4,norm,0.3,1,PAR,0.01,1,0,0,0.957,0.0136,0.0116
20,2x4,norm,0.3,1,RNK,0.01,1,0,0,0.9532,0.0128,0.0118
20,2x4,norm,0.3,1,ART,0.01,1,0,0,0.9498,0.0158,0.0124
20,2x4,norm,0.3,1,INT,0.01,1,0,0,0.9554,0.0126,0.0116
20,2x4,norm,0.1,2,PAR,0.05,1,0,0,0.9966,0.055,0.058
20,2x4,norm,0.1,2,RNK,0.05,1,0,0,0.994,0.0516,0.0568
20,2x4,norm,0.1,2,ART,0.05,1,0,0,0.9942,0.0844,0.0892
20,2x4,norm,0.1,2,INT,0.05,1,0,0,0.9914,0.0512,0.0598
20,2x4,norm,0.1,2,PAR,0.01,1,0,0,0.9782,0.0102,0.013
20,2x4,norm,0.1,2,RNK,0.01,1,0,0,0.9696,0.012,0.0146
20,2x4,norm,0.1,2,ART,0.01,1,0,0,0.97,0.023,0.024
20,2x4,norm,0.1,2,INT,0.01,1,0,0,0.9566,0.0106,0.013
20,2x4,norm,0.2,2,PAR,0.05,1,0,0,0.992,0.056,0.0558
20,2x4,norm,0.2,2,RNK,0.05,1,0,0,0.9892,0.0522,0.0534
20,2x4,norm,0.2,2,ART,0.05,1,0,0,0.9892,0.0892,0.0866
20,2x4,norm,0.2,2,INT,0.05,1,0,0,0.986,0.0534,0.0556
20,2x4,norm,0.2,2,PAR,0.01,1,0,0,0.9612,0.0114,0.0092
20,2x4,norm,0.2,2,RNK,0.01,1,0,0,0.9538,0.0092,0.0098
20,2x4,norm,0.2,2,ART,0.01,1,0,0,0.9516,0.024,0.022
20,2x4,norm,0.2,2,INT,0.01,1,0,0,0.9374,0.0108,0.01
20,2x4,norm,0.3,2,PAR,0.05,1,0,0,0.9872,0.0554,0.0618
20,2x4,norm,0.3,2,RNK,0.05,1,0,0,0.982,0.0516,0.0546
20,2x4,norm,0.3,2,ART,0.05,1,0,0,0.982,0.0874,0.0826
20,2x4,norm,0.3,2,INT,0.05,1,0,0,0.977,0.054,0.0578
20,2x4,norm,0.3,2,PAR,0.01,1,0,0,0.9422,0.0118,0.0114
20,2x4,norm,0.3,2,RNK,0.01,1,0,0,0.9288,0.0098,0.012
20,2x4,norm,0.3,2,ART,0.01,1,0,0,0.9262,0.0238,0.0206
20,2x4,norm,0.3,2,INT,0.01,1,0,0,0.9036,0.0106,0.011
20,2x4,norm,0.1,1,PAR,0.05,2,0,0,1,0.0528,0.0446
20,2x4,norm,0.1,1,RNK,0.05,2,0,0,1,0.0488,0.0458
20,2x4,norm,0.1,1,ART,0.05,2,0,0,1,0.0714,0.0478
20,2x4,norm,0.1,1,INT,0.05,2,0,0,1,0.0536,0.0462
20,2x4,norm,0.1,1,PAR,0.01,2,0,0,1,0.01,0.0072
20,2x4,norm,0.1,1,RNK,0.01,2,0,0,1,0.0112,0.0084
20,2x4,norm,0.1,1,ART,0.01,2,0,0,1,0.0192,0.0074
20,2x4,norm,0.1,1,INT,0.01,2,0,0,1,0.0108,0.0088
20,2x4,norm,0.2,1,PAR,0.05,2,0,0,1,0.052,0.0542
20,2x4,norm,0.2,1,RNK,0.05,2,0,0,1,0.0482,0.0476
20,2x4,norm,0.2,1,ART,0.05,2,0,0,1,0.0874,0.0516
20,2x4,norm,0.2,1,INT,0.05,2,0,0,1,0.0532,0.055
20,2x4,norm,0.2,1,PAR,0.01,2,0,0,1,0.0124,0.0118
20,2x4,norm,0.2,1,RNK,0.01,2,0,0,1,0.0136,0.0102
20,2x4,norm,0.2,1,ART,0.01,2,0,0,1,0.0236,0.0108
20,2x4,norm,0.2,1,INT,0.01,2,0,0,1,0.0116,0.0118
20,2x4,norm,0.3,1,PAR,0.05,2,0,0,1,0.0486,0.0506
20,2x4,norm,0.3,1,RNK,0.05,2,0,0,1,0.0508,0.0496
20,2x4,norm,0.3,1,ART,0.05,2,0,0,1,0.0978,0.048
20,2x4,norm,0.3,1,INT,0.05,2,0,0,1,0.0492,0.0484
20,2x4,norm,0.3,1,PAR,0.01,2,0,0,1,0.0114,0.0096
20,2x4,norm,0.3,1,RNK,0.01,2,0,0,1,0.0108,0.0114
20,2x4,norm,0.3,1,ART,0.01,2,0,0,1,0.0282,0.01
20,2x4,norm,0.3,1,INT,0.01,2,0,0,1,0.01,0.0088
20,2x4,norm,0.1,2,PAR,0.05,2,0,0,1,0.0526,0.0534
20,2x4,norm,0.1,2,RNK,0.05,2,0,0,1,0.0494,0.0476
20,2x4,norm,0.1,2,ART,0.05,2,0,0,1,0.1052,0.085
20,2x4,norm,0.1,2,INT,0.05,2,0,0,1,0.0466,0.0492
20,2x4,norm,0.1,2,PAR,0.01,2,0,0,1,0.0124,0.0114
20,2x4,norm,0.1,2,RNK,0.01,2,0,0,1,0.0114,0.0072
20,2x4,norm,0.1,2,ART,0.01,2,0,0,1,0.0276,0.0172
20,2x4,norm,0.1,2,INT,0.01,2,0,0,1,0.0096,0.0072
20,2x4,norm,0.2,2,PAR,0.05,2,0,0,1,0.0508,0.0578
20,2x4,norm,0.2,2,RNK,0.05,2,0,0,1,0.0488,0.055
20,2x4,norm,0.2,2,ART,0.05,2,0,0,1,0.1234,0.0902
20,2x4,norm,0.2,2,INT,0.05,2,0,0,1,0.0482,0.0522
20,2x4,norm,0.2,2,PAR,0.01,2,0,0,1,0.012,0.0134
20,2x4,norm,0.2,2,RNK,0.01,2,0,0,1,0.0102,0.0128
20,2x4,norm,0.2,2,ART,0.01,2,0,0,1,0.0368,0.0238
20,2x4,norm,0.2,2,INT,0.01,2,0,0,1,0.0104,0.0112
20,2x4,norm,0.3,2,PAR,0.05,2,0,0,1,0.0544,0.0548
20,2x4,norm,0.3,2,RNK,0.05,2,0,0,1,0.0508,0.0536
20,2x4,norm,0.3,2,ART,0.05,2,0,0,1,0.142,0.0778
20,2x4,norm,0.3,2,INT,0.05,2,0,0,1,0.0516,0.05
20,2x4,norm,0.3,2,PAR,0.01,2,0,0,1,0.0108,0.0142
20,2x4,norm,0.3,2,RNK,0.01,2,0,0,1,0.0114,0.011
20,2x4,norm,0.3,2,ART,0.01,2,0,0,1,0.0466,0.022
20,2x4,norm,0.3,2,INT,0.01,2,0,0,1,0.0106,0.0118
20,2x4,norm,0.1,1,PAR,0.05,4,0,0,1,0.0554,0.0504
20,2x4,norm,0.1,1,RNK,0.05,4,0,0,1,0.0546,0.0532
20,2x4,norm,0.1,1,ART,0.05,4,0,0,1,0.1284,0.0532
20,2x4,norm,0.1,1,INT,0.05,4,0,0,1,0.056,0.0498
20,2x4,norm,0.1,1,PAR,0.01,4,0,0,1,0.0118,0.0084
20,2x4,norm,0.1,1,RNK,0.01,4,0,0,1,0.0124,0.0092
20,2x4,norm,0.1,1,ART,0.01,4,0,0,1,0.0452,0.0072
20,2x4,norm,0.1,1,INT,0.01,4,0,0,1,0.0108,0.0074
20,2x4,norm,0.2,1,PAR,0.05,4,0,0,1,0.057,0.0546
20,2x4,norm,0.2,1,RNK,0.05,4,0,0,1,0.0552,0.0562
20,2x4,norm,0.2,1,ART,0.05,4,0,0,1,0.2234,0.0554
20,2x4,norm,0.2,1,INT,0.05,4,0,0,1,0.0526,0.0532
20,2x4,norm,0.2,1,PAR,0.01,4,0,0,1,0.0114,0.0106
20,2x4,norm,0.2,1,RNK,0.01,4,0,0,1,0.01,0.0108
20,2x4,norm,0.2,1,ART,0.01,4,0,0,1,0.0972,0.0102
20,2x4,norm,0.2,1,INT,0.01,4,0,0,1,0.01,0.0102
20,2x4,norm,0.3,1,PAR,0.05,4,0,0,1,0.056,0.0506
20,2x4,norm,0.3,1,RNK,0.05,4,0,0,1,0.0532,0.051
20,2x4,norm,0.3,1,ART,0.05,4,0,0,1,0.2906,0.0492
20,2x4,norm,0.3,1,INT,0.05,4,0,0,1,0.055,0.0494
20,2x4,norm,0.3,1,PAR,0.01,4,0,0,1,0.0094,0.0114
20,2x4,norm,0.3,1,RNK,0.01,4,0,0,1,0.0102,0.0098
20,2x4,norm,0.3,1,ART,0.01,4,0,0,1,0.1372,0.0098
20,2x4,norm,0.3,1,INT,0.01,4,0,0,1,0.011,0.0116
20,2x4,norm,0.1,2,PAR,0.05,4,0,0,1,0.0564,0.0558
20,2x4,norm,0.1,2,RNK,0.05,4,0,0,1,0.0532,0.0488
20,2x4,norm,0.1,2,ART,0.05,4,0,0,1,0.169,0.0866
20,2x4,norm,0.1,2,INT,0.05,4,0,0,1,0.0502,0.0474
20,2x4,norm,0.1,2,PAR,0.01,4,0,0,1,0.0114,0.0122
20,2x4,norm,0.1,2,RNK,0.01,4,0,0,1,0.0116,0.0096
20,2x4,norm,0.1,2,ART,0.01,4,0,0,1,0.0582,0.0218
20,2x4,norm,0.1,2,INT,0.01,4,0,0,1,0.0106,0.0094
20,2x4,norm,0.2,2,PAR,0.05,4,0,0,1,0.0534,0.0578
20,2x4,norm,0.2,2,RNK,0.05,4,0,0,1,0.051,0.0546
20,2x4,norm,0.2,2,ART,0.05,4,0,0,1,0.2584,0.0856
20,2x4,norm,0.2,2,INT,0.05,4,0,0,1,0.0532,0.0522
20,2x4,norm,0.2,2,PAR,0.01,4,0,0,1,0.0136,0.0148
20,2x4,norm,0.2,2,RNK,0.01,4,0,0,1,0.0128,0.0154
20,2x4,norm,0.2,2,ART,0.01,4,0,0,1,0.1218,0.0248
20,2x4,norm,0.2,2,INT,0.01,4,0,0,1,0.0106,0.012
20,2x4,norm,0.3,2,PAR,0.05,4,0,0,1,0.0612,0.053
20,2x4,norm,0.3,2,RNK,0.05,4,0,0,1,0.058,0.0534
20,2x4,norm,0.3,2,ART,0.05,4,0,0,1,0.3278,0.0804
20,2x4,norm,0.3,2,INT,0.05,4,0,0,1,0.0624,0.0534
20,2x4,norm,0.3,2,PAR,0.01,4,0,0,1,0.015,0.013
20,2x4,norm,0.3,2,RNK,0.01,4,0,0,1,0.0144,0.01
20,2x4,norm,0.3,2,ART,0.01,4,0,0,1,0.1684,0.022
20,2x4,norm,0.3,2,INT,0.01,4,0,0,1,0.0142,0.0094
20,2x4,norm,0.1,1,PAR,0.05,8,0,0,1,0.0508,0.0508
20,2x4,norm,0.1,1,RNK,0.05,8,0,0,1,0.0538,0.0492
20,2x4,norm,0.1,1,ART,0.05,8,0,0,1,0.3732,0.0512
20,2x4,norm,0.1,1,INT,0.05,8,0,0,1,0.0512,0.0514
20,2x4,norm,0.1,1,PAR,0.01,8,0,0,1,0.0122,0.0082
20,2x4,norm,0.1,1,RNK,0.01,8,0,0,1,0.0102,0.0084
20,2x4,norm,0.1,1,ART,0.01,8,0,0,1,0.1992,0.0082
20,2x4,norm,0.1,1,INT,0.01,8,0,0,1,0.012,0.0104
20,2x4,norm,0.2,1,PAR,0.05,8,0,0,1,0.0526,0.047
20,2x4,norm,0.2,1,RNK,0.05,8,0,0,1,0.0512,0.051
20,2x4,norm,0.2,1,ART,0.05,8,0,0,1,0.5668,0.0484
20,2x4,norm,0.2,1,INT,0.05,8,0,0,1,0.0486,0.0498
20,2x4,norm,0.2,1,PAR,0.01,8,0,0,1,0.0126,0.0104
20,2x4,norm,0.2,1,RNK,0.01,8,0,0,1,0.0128,0.009
20,2x4,norm,0.2,1,ART,0.01,8,0,0,1,0.3934,0.0112
20,2x4,norm,0.2,1,INT,0.01,8,0,0,1,0.011,0.0102
20,2x4,norm,0.3,1,PAR,0.05,8,0,0,1,0.0492,0.054
20,2x4,norm,0.3,1,RNK,0.05,8,0,0,1,0.048,0.052
20,2x4,norm,0.3,1,ART,0.05,8,0,0,1,0.694,0.0538
20,2x4,norm,0.3,1,INT,0.05,8,0,0,1,0.0534,0.053
20,2x4,norm,0.3,1,PAR,0.01,8,0,0,1,0.0108,0.0106
20,2x4,norm,0.3,1,RNK,0.01,8,0,0,1,0.01,0.0108
20,2x4,norm,0.3,1,ART,0.01,8,0,0,1,0.546,0.01
20,2x4,norm,0.3,1,INT,0.01,8,0,0,1,0.011,0.0092
20,2x4,norm,0.1,2,PAR,0.05,8,0,0,1,0.0504,0.0516
20,2x4,norm,0.1,2,RNK,0.05,8,0,0,1,0.0524,0.049
20,2x4,norm,0.1,2,ART,0.05,8,0,0,1,0.415,0.0876
20,2x4,norm,0.1,2,INT,0.05,8,0,0,1,0.0532,0.0472
20,2x4,norm,0.1,2,PAR,0.01,8,0,0,1,0.012,0.0112
20,2x4,norm,0.1,2,RNK,0.01,8,0,0,1,0.0118,0.0114
20,2x4,norm,0.1,2,ART,0.01,8,0,0,1,0.2406,0.0236
20,2x4,norm,0.1,2,INT,0.01,8,0,0,1,0.0118,0.0094
20,2x4,norm,0.2,2,PAR,0.05,8,0,0,1,0.056,0.0536
20,2x4,norm,0.2,2,RNK,0.05,8,0,0,1,0.0532,0.0518
20,2x4,norm,0.2,2,ART,0.05,8,0,0,1,0.6062,0.0944
20,2x4,norm,0.2,2,INT,0.05,8,0,0,1,0.0506,0.048
20,2x4,norm,0.2,2,PAR,0.01,8,0,0,1,0.014,0.014
20,2x4,norm,0.2,2,RNK,0.01,8,0,0,1,0.0112,0.0122
20,2x4,norm,0.2,2,ART,0.01,8,0,0,1,0.4486,0.0276
20,2x4,norm,0.2,2,INT,0.01,8,0,0,1,0.0106,0.01
20,2x4,norm,0.3,2,PAR,0.05,8,0,0,1,0.0568,0.0498
20,2x4,norm,0.3,2,RNK,0.05,8,0,0,1,0.052,0.0468
20,2x4,norm,0.3,2,ART,0.05,8,0,0,1,0.7136,0.087
20,2x4,norm,0.3,2,INT,0.05,8,0,0,1,0.0502,0.0504
20,2x4,norm,0.3,2,PAR,0.01,8,0,0,1,0.015,0.0102
20,2x4,norm,0.3,2,RNK,0.01,8,0,0,1,0.0108,0.009
20,2x4,norm,0.3,2,ART,0.01,8,0,0,1,0.5586,0.0186
20,2x4,norm,0.3,2,INT,0.01,8,0,0,1,0.0098,0.0108
