;UserID;TrialID;Type;isFoV;SecInFov;TimesInFov;Detected;TimeToDetect;TimeToDetectFromFirst;Manipulation;Size;Distance;Isolated;Complexity;Detection Ratio
736;21;1;RE;False;8.09876418273415;7.0;False;45.1;0.008114524522776629;Manipulation_RE_003;0;1;1;0;28.0
739;21;4;RL;False;8.159582458713711;5.0;True;11.6;0.010121140082448526;Manipulation_RL_002;1;1;0;1;28.0
740;21;5;FOV;True;33.855952721251676;1.0;False;45.1;4.854651557890316;Manipulation_FOV_CH_001;1;0;1;0;28.0
741;21;6;RL;False;9.908597875083453;8.0;False;45.1;7.422469695938647;Manipulation_RL_001;0;1;0;0;28.0
742;21;7;RL;False;7.499539598110378;3.0;True;14.3;6.800226243726442;Manipulation_RL_000;0;0;1;0;28.0
744;21;9;RL;False;5.507972943893258;4.0;True;24.3;0.011199667258734312;Manipulation_RL_006;1;1;1;1;28.0
746;21;11;AD;False;11.473513532341798;5.0;True;38.6;0.011596537671116406;Manipulation_AD_001;0;1;0;0;28.0
748;21;13;FOV;True;39.889360039445116;1.0;False;45.1;0.011328390283856037;Manipulation_FOV_RE_000;0;0;1;0;28.0
750;21;15;FOV;True;34.508147641447614;1.0;False;45.1;0.011833055342125054;Manipulation_FOV_CH_002;1;1;0;1;28.0
754;21;19;CH;False;12.021264197530895;4.0;True;31.6;0.010923456790131264;Manipulation_CH_004;1;1;0;0;28.0
755;21;20;FOV;True;36.27120191758927;1.0;True;39.6;0.2518890537610091;Manipulation_FOV_AD_000;1;1;0;1;28.0
757;21;22;AD;False;4.2344653179190725;3.0;True;8.5;4.2658959537572185;Manipulation_AD_006;1;1;0;1;28.0
758;21;23;RE;False;11.426799668593626;4.0;False;45.1;19.472819025740453;Manipulation_RE_005;1;0;1;1;28.0
759;21;24;CH;False;7.343602091765881;3.0;True;28.3;0.011287558720141123;Manipulation_CH_000;0;0;1;0;28.0
760;21;25;AD;False;10.688437522955967;6.0;True;38.3;8.259192368639235;Manipulation_AD_002;1;1;0;1;28.0
761;21;26;FOV;True;11.260611410931034;1.0;True;35.3;21.25471272791887;Manipulation_FOV_AD_001;1;1;1;0;28.0
762;21;27;CH;False;6.593336156248347;3.0;True;13.1;6.5063171545015965;Manipulation_CH_001;0;1;1;0;28.0
766;21;31;AD;False;4.32117517273398;3.0;True;13.4;9.078824827265844;Manipulation_AD_004;1;0;1;0;28.0
